loss,cer
0.46413277202906206,0.9767917267917268
0.4226836347450535,0.9270042362720806
0.40018434694694854,0.8969063923898851
0.38642485825174566,0.8764472247045973
0.37683605142644017,0.8640520576855435
0.3704129068921503,0.8547758350221168
0.3652665090473234,0.846126430636752
0.3602492819582461,0.8396080376331966
0.35650126425326173,0.8333525049993806
0.3536625867426404,0.8284097349159091
0.35074539633354207,0.8238709513637797
0.3483664728735784,0.8202423788440187
0.34606450052313803,0.8162577480930141
0.34428959643224405,0.8131056218886958
0.34234029049709064,0.8096502202831601
0.3407922980133346,0.8067452409801428
0.3390849449588604,0.8038594531145037
0.3374615583339521,0.8011451859036246
0.335892722377249,0.798501732411344
0.3346381305412898,0.7962488015340364
0.3334035345509196,0.7938872352767766
0.3323459902606586,0.791766873281362
0.3313479365398537,0.7895339451321118
0.3302902149608645,0.787722011574536
0.32931678911887996,0.7858710240611031
0.3283922185136805,0.784024837274355
0.3273973760584939,0.7820852718776112
0.3265889838734047,0.7801125181400712
0.3257853104812233,0.7782706437109332
0.32484353667478477,0.7764552421327247
0.32408609666200516,0.7743997189628292
0.3232425771859126,0.772415447588008
0.32248407788440575,0.7703371951440041
0.32152646262155665,0.7682338963111556
0.320617741731193,0.7661735271279878
0.319596169102019,0.7639133779393779
0.3186037485966187,0.7614806975428543
0.3175042038067214,0.7585229144680624
0.3164210011262719,0.755842518337757
0.3153293221268017,0.7529911752752696
0.31422154800476315,0.7502230870588144
0.3131792598954916,0.7473689297297912
0.3120013794279788,0.7442431714017045
0.31077358819972856,0.7410850244334525
0.30950161637785717,0.7377856428406555
0.3081646755904317,0.7342093341725051
0.30682849230851533,0.7305904751594113
0.3055610170912932,0.7270062014682108
0.3042267368510573,0.7233802583932397
0.3029546886899458,0.7196139358202076
0.30164410977819983,0.7160540726064369
0.3003276483165808,0.7122366504260111
0.29896947148500175,0.7082679482517535
0.2976162939527168,0.7044848648962871
0.29633919979867607,0.7006803753775245
0.2950119413005597,0.6968321425099467
0.29372701657414124,0.6931257632364644
0.2924956522805079,0.6894232035468153
0.2912248695916415,0.6855548081213594
0.2899297323321555,0.6815029628893965
0.2886407018237895,0.6776293440615161
0.28746344878811114,0.6739033067158067
0.2862873587001792,0.6702466287063442
0.28511613531806074,0.6664350661022307
0.2839654778492749,0.6628222085024245
